"","date","lat_bin","lon_bin","mmsi","fishing_hours"
"12","2016-01-27",51.2,-9.4,224384000,0.0627777777777778
"13","2016-01-27",51.2,-9.3,224384000,0.657916666666667
"14","2016-01-27",51.2,-10.2,224384000,2.73347222222222
"15","2016-01-27",51.2,2.2,244245000,5.19430555555556
"16","2016-01-27",51.2,2.3,244245000,1.74138888888889
"19","2016-01-27",51.2,-14.3,232006270,1.83027777777778
"20","2016-01-27",51.2,2.6,245744000,2.23430555555556
"21","2016-01-27",51.2,2.7,245744000,0.544861111111111
"22","2016-01-27",51.2,2.3,245370000,14.1502777777778
"23","2016-01-27",51.2,2.2,245370000,0.353888888888889
"24","2016-01-27",51.2,2.4,245370000,1.05833333333333
"25","2016-01-27",51.2,2.5,245370000,1.18416666666667
"27","2016-01-27",51.2,2.5,24593300,8.69
"28","2016-01-27",51.2,2.6,24593300,0.932361111111111
"29","2016-01-27",51.2,2.4,244932000,2.52333333333333
"30","2016-01-27",51.2,2.5,244932000,1.93361111111111
"49","2016-01-27",51.3,-10.4,224384000,5.47555555555556
"50","2016-01-27",51.3,-10.5,224384000,0.502222222222222
"51","2016-01-27",51.3,2.1,244179000,0.730833333333333
"52","2016-01-27",51.3,2.4,244179000,0.260694444444444
"53","2016-01-27",51.3,2.2,244179000,9.00736111111111
"54","2016-01-27",51.3,2.3,244179000,1.05236111111111
"55","2016-01-27",51.3,2.6,244221000,2.53861111111111
"56","2016-01-27",51.3,2.7,244221000,0.300138888888889
"57","2016-01-27",51.3,2.2,245148000,0.500138888888889
"58","2016-01-27",51.3,2.3,245148000,0.886666666666667
"59","2016-01-27",51.3,2.1,245148000,0.899027777777778
"60","2016-01-27",51.3,2.4,245148000,0.571666666666667
"61","2016-01-27",51.3,2.2,245542000,1.78527777777778
"62","2016-01-27",51.3,2.7,245744000,3.78777777777778
"63","2016-01-27",51.3,2.6,245744000,0.643194444444444
"64","2016-01-27",51.3,2.8,245744000,2.59722222222222
"65","2016-01-27",51.3,2.6,245370000,2.91986111111111
"66","2016-01-27",51.3,2.8,245370000,0.540277777777778
"67","2016-01-27",51.3,2.3,245370000,0.567777777777778
"68","2016-01-27",51.3,2.7,245370000,2.28291666666667
"69","2016-01-27",51.3,2.5,245370000,3.50458333333333
"70","2016-01-27",51.3,2.4,245370000,0.11
"73","2016-01-27",51.3,2.7,24593300,12.8479166666667
"74","2016-01-27",51.3,2.5,245794000,1.77819444444444
"75","2016-01-27",51.3,2.7,246327000,11.5995833333333
"76","2016-01-27",51.3,2.4,245441000,0.326111111111111
