"","date","lat_bin","lon_bin","mmsi","fishing_hours"
"5","2016-01-25",51.2,2.3,244245000,1.36222222222222
"6","2016-01-25",51.2,2.5,244245000,1.93041666666667
"7","2016-01-25",51.2,2.4,244245000,5.53888888888889
"8","2016-01-25",51.2,2.6,244245000,1.1225
"9","2016-01-25",51.2,2.7,244245000,0.151111111111111
"10","2016-01-25",51.2,2,227141900,3.05680555555556
"11","2016-01-25",51.2,1.9,227141900,2.57805555555556
"12","2016-01-25",51.2,2.1,227300110,0.424583333333333
"13","2016-01-25",51.2,2.2,227300110,0.108888888888889
"14","2016-01-25",51.2,2,227117600,2.42305555555556
"15","2016-01-25",51.2,2.1,227117600,0.570972222222222
"16","2016-01-25",51.2,1.9,227117600,2.17347222222222
"17","2016-01-25",51.2,2.1,227595050,0.761111111111111
"18","2016-01-25",51.2,2.2,227595050,4.27708333333333
"20","2016-01-25",51.2,2.3,245331000,2.00444444444444
"21","2016-01-25",51.2,2.6,245331000,0.52625
"22","2016-01-25",51.2,2.4,245331000,4.77416666666667
"23","2016-01-25",51.2,2.5,245331000,1.08361111111111
"25","2016-01-25",51.2,2.1,244179000,2.87125
"26","2016-01-25",51.2,2.2,244179000,0.169027777777778
"27","2016-01-25",51.2,2,244179000,0.560555555555556
"28","2016-01-25",51.2,2.4,244221000,0.541666666666667
"29","2016-01-25",51.2,-5.9,227314000,1.33944444444444
"30","2016-01-25",51.2,2,226183000,2.91125
"31","2016-01-25",51.2,1.9,226183000,2.08902777777778
"32","2016-01-25",51.2,2.8,245415000,1.03319444444444
"33","2016-01-25",51.2,-6.2,250002776,2.23638888888889
"34","2016-01-25",51.2,2,227106400,3.10263888888889
"35","2016-01-25",51.2,1.9,227106400,1.57638888888889
"36","2016-01-25",51.2,2,245148000,0.837777777777778
"37","2016-01-25",51.2,2.1,245148000,3.19027777777778
"38","2016-01-25",51.2,2.1,227318640,0.14125
"41","2016-01-25",51.2,2.3,227311230,3.69680555555556
"42","2016-01-25",51.2,1.9,227138700,0.106111111111111
"43","2016-01-25",51.2,1.8,227138700,10.02125
"44","2016-01-25",51.2,-8.6,250001293,2.07333333333333
"45","2016-01-25",51.2,-8.5,250001293,2.88041666666667
"46","2016-01-25",51.2,-8.4,250001293,0.269027777777778
"47","2016-01-25",51.2,2.4,245370000,1.55
"50","2016-01-25",51.2,2.5,24593300,1.28388888888889
"51","2016-01-25",51.2,2.4,24593300,10.4823611111111
"52","2016-01-25",51.2,2.6,24593300,0.522638888888889
"53","2016-01-25",51.2,2,227144600,3.23111111111111
"54","2016-01-25",51.2,1.9,227144600,1.93555555555556
"55","2016-01-25",51.2,2.7,244932000,1.58333333333333
"56","2016-01-25",51.2,2.8,244932000,0.257361111111111
"57","2016-01-25",51.2,-4.5,235113634,1.91513888888889
"58","2016-01-25",51.2,-4.7,235113634,1.86138888888889
"59","2016-01-25",51.2,-10.3,227385000,0.866666666666667
"60","2016-01-25",51.2,2.7,205271000,0.551111111111111
"61","2016-01-25",51.2,2.6,246327000,0.260972222222222
"62","2016-01-25",51.2,2.7,246327000,0.649166666666667
"63","2016-01-25",51.2,1.9,227141600,3.78125
"64","2016-01-25",51.2,2,227141600,3.27652777777778
"65","2016-01-25",51.2,1.8,227141600,2.70916666666667
"66","2016-01-25",51.2,2,245441000,0.516805555555556
"67","2016-01-25",51.2,2.2,245441000,0.651388888888889
"68","2016-01-25",51.2,2.1,245441000,3.27305555555556
"69","2016-01-25",51.2,2.4,245473000,0.257916666666667
"70","2016-01-25",51.2,2.3,245473000,1.30555555555556
"71","2016-01-25",51.2,2.4,246273000,4.81986111111111
"72","2016-01-25",51.2,2.5,246273000,0.588888888888889
"73","2016-01-25",51.2,1.9,227142900,2.90333333333333
"74","2016-01-25",51.2,2,227142900,2.72722222222222
"75","2016-01-25",51.2,2.7,244075000,0.127916666666667
"76","2016-01-25",51.2,2.4,244075000,2.89888888888889
"77","2016-01-25",51.2,2.5,244075000,0.712083333333333
"78","2016-01-25",51.2,2.6,244075000,0.260972222222222
"79","2016-01-25",51.2,2.3,244075000,0.138888888888889
"91","2016-01-25",51.3,-5.9,250000897,1.76958333333333
"92","2016-01-25",51.3,-6.1,250000897,9.39638888888889
"93","2016-01-25",51.3,-6,250000897,0.885277777777778
"94","2016-01-25",51.3,2.8,244245000,1.68944444444444
"95","2016-01-25",51.3,2.9,244245000,1.87263888888889
"96","2016-01-25",51.3,2.7,244245000,1.93430555555556
"97","2016-01-25",51.3,2.4,244245000,3.32263888888889
"98","2016-01-25",51.3,2.4,246057000,0.303333333333333
"99","2016-01-25",51.3,2.5,246057000,2.12944444444444
"100","2016-01-25",51.3,2.9,205150000,3.25958333333333
"101","2016-01-25",51.3,3,205150000,0.755
"104","2016-01-25",51.3,2.8,245331000,0.691944444444444
"105","2016-01-25",51.3,2.7,245331000,0.397777777777778
"106","2016-01-25",51.3,2.6,245331000,5.35875
"107","2016-01-25",51.3,2.5,245331000,2.02291666666667
"108","2016-01-25",51.3,2.5,244179000,2.09527777777778
"109","2016-01-25",51.3,2,244179000,0.648333333333333
"110","2016-01-25",51.3,2.3,244179000,3.95361111111111
"111","2016-01-25",51.3,2.4,244179000,0.344583333333333
"112","2016-01-25",51.3,2.2,244179000,2.70986111111111
"113","2016-01-25",51.3,2.4,244221000,4.01041666666667
"114","2016-01-25",51.3,2.6,244221000,1.29416666666667
"115","2016-01-25",51.3,2.3,244221000,1.30361111111111
"116","2016-01-25",51.3,2.5,244221000,2.88222222222222
"117","2016-01-25",51.3,3,245415000,1.08861111111111
"118","2016-01-25",51.3,2.9,245415000,7.77652777777778
"119","2016-01-25",51.3,2.8,245415000,4.25069444444444
"120","2016-01-25",51.3,-6.3,250002776,0.823194444444444
"121","2016-01-25",51.3,-6.2,250002776,5.81361111111111
"122","2016-01-25",51.3,2.5,245148000,1.80180555555556
"123","2016-01-25",51.3,2,245148000,1.17388888888889
"124","2016-01-25",51.3,2.3,245148000,5.99944444444445
"125","2016-01-25",51.3,2.4,245148000,0.653888888888889
"126","2016-01-25",51.3,2,245542000,2.52055555555556
"127","2016-01-25",51.3,2.6,245542000,0.159444444444444
"128","2016-01-25",51.3,2.5,245542000,0.814583333333333
"129","2016-01-25",51.3,2.1,245542000,0.396111111111111
"130","2016-01-25",51.3,2.3,245542000,4.49041666666667
"131","2016-01-25",51.3,2.2,245542000,1.84708333333333
"132","2016-01-25",51.3,2.4,245542000,1.06625
"133","2016-01-25",51.3,-14.1,232006270,12.4077777777778
"134","2016-01-25",51.3,2.3,227311230,1.86888888888889
"135","2016-01-25",51.3,2.4,227106700,2.00555555555556
"136","2016-01-25",51.3,2.3,227106700,2.28333333333333
"137","2016-01-25",51.3,-8.6,250001293,1.59069444444444
"138","2016-01-25",51.3,-8.7,250001293,4.36291666666667
"139","2016-01-25",51.3,2.7,245370000,0.557777777777778
"140","2016-01-25",51.3,2.5,245370000,7.83180555555556
"141","2016-01-25",51.3,2.6,245370000,4.03652777777778
"144","2016-01-25",51.3,2.6,24593300,3.16527777777778
"145","2016-01-25",51.3,2.6,244932000,15.0105555555556
"146","2016-01-25",51.3,2.8,244932000,0.889722222222222
