"","X","date","lat_bin","lon_bin","mmsi","fishing_hours","geartype","flag","month","year"
"1",10,2016-01-22,51.2,-7.6,228174600,6.37055555555556,"trawlers","FRA",1,2016
"2",11,2016-01-22,51.2,2.2,227300110,0.96125,"fixed_gear","FRA",1,2016
"3",12,2016-01-22,51.2,2.1,227300110,4.25444444444445,"fixed_gear","FRA",1,2016
"4",13,2016-01-22,51.2,-5.4,205289000,0.254444444444444,"trawlers","BEL",1,2016
"5",14,2016-01-22,51.2,-5.1,205289000,1.26055555555556,"trawlers","BEL",1,2016
"6",15,2016-01-22,51.2,2.2,227595050,3.805,"fixed_gear","FRA",1,2016
"7",16,2016-01-22,51.2,-7.8,235101000,11.5266666666667,"fixed_gear","GBR",1,2016
"8",17,2016-01-22,51.2,-7.9,235101000,10.5030555555556,"fixed_gear","GBR",1,2016
"9",18,2016-01-22,51.2,2.2,228317000,2.26111111111111,"fixed_gear","FRA",1,2016
"10",19,2016-01-22,51.2,2.3,228317000,0.66625,"fixed_gear","FRA",1,2016
"11",20,2016-01-22,51.2,-6.4,250002776,6.10180555555556,"trawlers","IRL",1,2016
"12",21,2016-01-22,51.2,-6.3,250002776,8.95138888888889,"trawlers","IRL",1,2016
"13",22,2016-01-22,51.2,-10.6,228004700,2.07055555555556,"trawlers","FRA",1,2016
"14",23,2016-01-22,51.2,2.2,227318640,1.18527777777778,"fixed_gear","FRA",1,2016
"15",24,2016-01-22,51.2,2.1,227318640,1.06666666666667,"fixed_gear","FRA",1,2016
"16",25,2016-01-22,51.2,2.5,205307000,4.18819444444444,"fixed_gear","BEL",1,2016
"17",28,2016-01-22,51.2,2.3,227311230,5.19611111111111,"fixed_gear","FRA",1,2016
"18",29,2016-01-22,51.2,2.4,227311230,2.09916666666667,"fixed_gear","FRA",1,2016
"19",30,2016-01-22,51.2,-6.2,250000283,5.12083333333333,"trawlers","IRL",1,2016
"20",31,2016-01-22,51.2,-6.1,250000283,1.03763888888889,"trawlers","IRL",1,2016
"21",32,2016-01-22,51.2,2.8,205273000,0.155416666666667,"trawlers","BEL",1,2016
"22",33,2016-01-22,51.2,-6.3,250003127,10.2002777777778,"trawlers","IRL",1,2016
"23",34,2016-01-22,51.2,-6.4,250003127,14.7626388888889,"trawlers","IRL",1,2016
"24",35,2016-01-22,51.2,-8.4,250477000,2.78791666666667,"trawlers","IRL",1,2016
"25",36,2016-01-22,51.2,-8.7,250477000,2.6,"trawlers","IRL",1,2016
"26",37,2016-01-22,51.2,-8.5,250477000,0.283333333333333,"trawlers","IRL",1,2016
"27",38,2016-01-22,51.2,-8.6,250477000,0.808333333333333,"trawlers","IRL",1,2016
"28",39,2016-01-22,51.2,-6.2,250003153,3.44263888888889,"trawlers","IRL",1,2016
"29",40,2016-01-22,51.2,2.2,228131800,1.36513888888889,"fixed_gear","FRA",1,2016
"30",41,2016-01-22,51.2,2.8,205271000,1.18458333333333,"trawlers","BEL",1,2016
"31",42,2016-01-22,51.2,2.9,205271000,0.660138888888889,"trawlers","BEL",1,2016
"32",43,2016-01-22,51.2,-6.4,250000626,13.3065277777778,"trawlers","IRL",1,2016
"33",44,2016-01-22,51.2,1.9,227142900,2.11416666666667,"trawlers","FRA",1,2016
"34",45,2016-01-22,51.2,2,227142900,2.58944444444445,"trawlers","FRA",1,2016
"35",46,2016-01-22,51.2,-8.5,250379000,5.145,"trawlers","IRL",1,2016
"36",47,2016-01-22,51.2,-8.6,250379000,1.95208333333333,"trawlers","IRL",1,2016
"37",48,2016-01-22,51.2,-8.3,250379000,1.35527777777778,"trawlers","IRL",1,2016
"38",49,2016-01-22,51.2,-8.4,250379000,2.16958333333333,"trawlers","IRL",1,2016
"39",50,2016-01-22,51.2,-8.2,250379000,1.33333333333333,"trawlers","IRL",1,2016
"40",51,2016-01-22,51.2,2.3,227320060,0.924305555555555,"fixed_gear","FRA",1,2016
"41",52,2016-01-22,51.2,2.4,227320060,1.60277777777778,"fixed_gear","FRA",1,2016
"42",53,2016-01-22,76.8,13.1,273354820,4.9275,"trawlers","RUS",1,2016
"43",54,2016-01-22,76.8,12.7,273354820,0.827777777777778,"trawlers","RUS",1,2016
"44",55,2016-01-22,76.8,13,273354820,0.789166666666667,"trawlers","RUS",1,2016
"45",56,2016-01-22,76.8,12.8,273354820,0.839166666666667,"trawlers","RUS",1,2016
"46",57,2016-01-22,76.8,12.8,273421520,2.46930555555556,"trawlers","RUS",1,2016
"47",75,2016-01-22,51.3,-7.3,228174600,6.77916666666667,"trawlers","FRA",1,2016
"48",76,2016-01-22,51.3,-5.2,205322000,8.3175,"trawlers","BEL",1,2016
"49",77,2016-01-22,51.3,-5.1,205322000,0.260555555555556,"trawlers","BEL",1,2016
"50",78,2016-01-22,51.3,-5.4,205322000,2.63861111111111,"trawlers","BEL",1,2016
"51",79,2016-01-22,51.3,-5.3,205322000,6.57111111111111,"trawlers","BEL",1,2016
"52",80,2016-01-22,51.3,-5.1,205289000,0.784027777777778,"trawlers","BEL",1,2016
"53",81,2016-01-22,51.3,-5.3,205289000,0.524722222222222,"trawlers","BEL",1,2016
"54",82,2016-01-22,51.3,-5.2,205289000,1.05,"trawlers","BEL",1,2016
"55",83,2016-01-22,51.3,-5.4,205289000,4.28194444444444,"trawlers","BEL",1,2016
"56",84,2016-01-22,51.3,-6.3,250002776,2.83513888888889,"trawlers","IRL",1,2016
"57",85,2016-01-22,51.3,-6.2,250002776,1.11875,"trawlers","IRL",1,2016
"58",86,2016-01-22,51.3,-10.6,228004700,0.997361111111111,"trawlers","FRA",1,2016
"59",87,2016-01-22,51.3,-10.7,228004700,0.521111111111111,"trawlers","FRA",1,2016
"60",88,2016-01-22,51.3,2.9,205308000,3.05027777777778,"trawlers","BEL",1,2016
"61",89,2016-01-22,51.3,2.8,205308000,0.260416666666667,"trawlers","BEL",1,2016
"62",90,2016-01-22,51.3,-7.4,228190600,19.0801388888889,"trawlers","FRA",1,2016
"63",91,2016-01-22,51.3,-7.7,250489000,1.95361111111111,"trawlers","IRL",1,2016
"64",92,2016-01-22,51.3,-7.8,250489000,1.98194444444444,"trawlers","IRL",1,2016
"65",93,2016-01-22,51.3,2.9,205315000,3.70541666666667,"trawlers","BEL",1,2016
"66",94,2016-01-22,51.3,2.8,205315000,0.691944444444444,"trawlers","BEL",1,2016
"67",95,2016-01-22,51.3,3,205315000,0.266111111111111,"trawlers","BEL",1,2016
"68",96,2016-01-22,51.3,-7.6,250392000,2.88555555555556,"trawlers","IRL",1,2016
"69",97,2016-01-22,51.3,-7.3,250392000,7.25694444444444,"trawlers","IRL",1,2016
"70",98,2016-01-22,51.3,-8.6,250477000,1.54152777777778,"trawlers","IRL",1,2016
"71",99,2016-01-22,51.3,-8.7,250477000,1.58902777777778,"trawlers","IRL",1,2016
"72",100,2016-01-22,51.3,-8.4,250477000,1.35055555555556,"trawlers","IRL",1,2016
"73",101,2016-01-22,51.3,-8.5,250477000,1.79666666666667,"trawlers","IRL",1,2016
"74",102,2016-01-22,51.3,2.9,205271000,1.88555555555556,"trawlers","BEL",1,2016
"75",103,2016-01-22,51.3,-8.4,250379000,1.59875,"trawlers","IRL",1,2016
"76",104,2016-01-22,51.3,-8.5,250379000,1.33347222222222,"trawlers","IRL",1,2016
"77",105,2016-01-22,51.3,-8.2,250379000,2.76041666666667,"trawlers","IRL",1,2016
"78",106,2016-01-22,51.3,-8.6,250379000,0.795694444444444,"trawlers","IRL",1,2016
"79",107,2016-01-22,51.3,-8.3,250379000,4.89597222222222,"trawlers","IRL",1,2016
"80",108,2016-01-22,76.9,12.6,273354820,0.833333333333333,"trawlers","RUS",1,2016
"81",140,2016-01-22,51.4,-7.4,228174600,2.96569444444444,"trawlers","FRA",1,2016
"82",141,2016-01-22,51.4,-53.9,316010000,4.03402777777778,"trawlers","CAN",1,2016
"83",142,2016-01-22,51.4,-5.2,205322000,5.14986111111111,"trawlers","BEL",1,2016
"84",143,2016-01-22,51.4,-5.3,205322000,1.33875,"trawlers","BEL",1,2016
"85",144,2016-01-22,51.4,4.1,244740629,0.630277777777778,"trawlers","NLD",1,2016
"86",145,2016-01-22,51.4,-8.6,250001702,3.42930555555555,"trawlers","IRL",1,2016
"87",146,2016-01-22,51.4,-8.7,250001702,0.312222222222222,"trawlers","IRL",1,2016
"88",147,2016-01-22,51.4,-8.5,250001702,1.36125,"trawlers","IRL",1,2016
"89",148,2016-01-22,51.4,-8.3,250001702,1.54208333333333,"trawlers","IRL",1,2016
"90",149,2016-01-22,51.4,-8.4,250001702,2.49916666666667,"trawlers","IRL",1,2016
"91",150,2016-01-22,51.4,-5.5,205289000,1.35805555555556,"trawlers","BEL",1,2016
"92",151,2016-01-22,51.4,-5.3,205289000,0.826111111111111,"trawlers","BEL",1,2016
"93",152,2016-01-22,51.4,-5.4,205289000,2.89194444444444,"trawlers","BEL",1,2016
"94",153,2016-01-22,51.4,-6.2,250002776,1.83111111111111,"trawlers","IRL",1,2016
"95",154,2016-01-22,51.4,-10.7,228004700,2.51277777777778,"trawlers","FRA",1,2016
"96",155,2016-01-22,51.4,-10.8,228004700,0.254305555555556,"trawlers","FRA",1,2016
"97",156,2016-01-22,51.4,4,244780417,2.91875,"trawlers","NLD",1,2016
"98",157,2016-01-22,51.4,4,244750739,3.93055555555556,"trawlers","NLD",1,2016
