"","X","date","lat_bin","lon_bin","mmsi","fishing_hours","geartype","flag","month","year"
"1",12,2016-01-27,51.2,-9.4,224384000,0.0627777777777778,"trawlers","ESP",1,2016
"2",13,2016-01-27,51.2,-9.3,224384000,0.657916666666667,"trawlers","ESP",1,2016
"3",14,2016-01-27,51.2,-10.2,224384000,2.73347222222222,"trawlers","ESP",1,2016
"4",15,2016-01-27,51.2,2.2,244245000,5.19430555555556,"trawlers","NLD",1,2016
"5",16,2016-01-27,51.2,2.3,244245000,1.74138888888889,"trawlers","NLD",1,2016
"6",19,2016-01-27,51.2,-14.3,232006270,1.83027777777778,"fixed_gear","GBR",1,2016
"7",20,2016-01-27,51.2,2.6,245744000,2.23430555555556,"trawlers","NLD",1,2016
"8",21,2016-01-27,51.2,2.7,245744000,0.544861111111111,"trawlers","NLD",1,2016
"9",22,2016-01-27,51.2,2.3,245370000,14.1502777777778,"trawlers","NLD",1,2016
"10",23,2016-01-27,51.2,2.2,245370000,0.353888888888889,"trawlers","NLD",1,2016
"11",24,2016-01-27,51.2,2.4,245370000,1.05833333333333,"trawlers","NLD",1,2016
"12",25,2016-01-27,51.2,2.5,245370000,1.18416666666667,"trawlers","NLD",1,2016
"13",27,2016-01-27,51.2,2.5,24593300,8.69,"trawlers","NLD",1,2016
"14",28,2016-01-27,51.2,2.6,24593300,0.932361111111111,"trawlers","NLD",1,2016
"15",29,2016-01-27,51.2,2.4,244932000,2.52333333333333,"trawlers","NLD",1,2016
"16",30,2016-01-27,51.2,2.5,244932000,1.93361111111111,"trawlers","NLD",1,2016
"17",49,2016-01-27,51.3,-10.4,224384000,5.47555555555556,"trawlers","ESP",1,2016
"18",50,2016-01-27,51.3,-10.5,224384000,0.502222222222222,"trawlers","ESP",1,2016
"19",51,2016-01-27,51.3,2.1,244179000,0.730833333333333,"trawlers","NLD",1,2016
"20",52,2016-01-27,51.3,2.4,244179000,0.260694444444444,"trawlers","NLD",1,2016
"21",53,2016-01-27,51.3,2.2,244179000,9.00736111111111,"trawlers","NLD",1,2016
"22",54,2016-01-27,51.3,2.3,244179000,1.05236111111111,"trawlers","NLD",1,2016
"23",55,2016-01-27,51.3,2.6,244221000,2.53861111111111,"trawlers","NLD",1,2016
"24",56,2016-01-27,51.3,2.7,244221000,0.300138888888889,"trawlers","NLD",1,2016
"25",57,2016-01-27,51.3,2.2,245148000,0.500138888888889,"trawlers","NLD",1,2016
"26",58,2016-01-27,51.3,2.3,245148000,0.886666666666667,"trawlers","NLD",1,2016
"27",59,2016-01-27,51.3,2.1,245148000,0.899027777777778,"trawlers","NLD",1,2016
"28",60,2016-01-27,51.3,2.4,245148000,0.571666666666667,"trawlers","NLD",1,2016
"29",61,2016-01-27,51.3,2.2,245542000,1.78527777777778,"trawlers","NLD",1,2016
"30",62,2016-01-27,51.3,2.7,245744000,3.78777777777778,"trawlers","NLD",1,2016
"31",63,2016-01-27,51.3,2.6,245744000,0.643194444444444,"trawlers","NLD",1,2016
