"","X","date","lat_bin","lon_bin","mmsi","fishing_hours","geartype","flag","month","year"
"1",12,2016-01-02,51.2,1.9,227106400,5.02083333333333,"trawlers","FRA",1,2016
"2",13,2016-01-02,51.2,2,227106400,3.72611111111111,"trawlers","FRA",1,2016
"3",14,2016-01-02,51.2,1.9,227324000,6.82680555555556,"trawlers","FRA",1,2016
"4",15,2016-01-02,51.2,2,227324000,5.21958333333333,"trawlers","FRA",1,2016
"5",16,2016-01-02,51.2,-11.3,228301700,1.51013888888889,"trawlers","FRA",1,2016
"6",17,2016-01-02,51.2,2.9,205273000,1.03041666666667,"trawlers","BEL",1,2016
"7",18,2016-01-02,51.2,2.7,205273000,2.31472222222222,"trawlers","BEL",1,2016
"8",19,2016-01-02,51.2,2.8,205273000,1.53916666666667,"trawlers","BEL",1,2016
"9",20,2016-01-02,51.2,1.9,227104700,4.97208333333333,"trawlers","FRA",1,2016
"10",21,2016-01-02,51.2,2,227104700,5.17652777777778,"trawlers","FRA",1,2016
"11",22,2016-01-02,51.2,2.7,205272000,0.25625,"trawlers","BEL",1,2016
"12",23,2016-01-02,51.2,2.9,205026000,0.268888888888889,"trawlers","BEL",1,2016
"13",24,2016-01-02,51.2,3,205026000,0.628472222222222,"trawlers","BEL",1,2016
"14",25,2016-01-02,51.2,2,227141600,3.74666666666667,"trawlers","FRA",1,2016
"15",26,2016-01-02,51.2,2.1,227141600,0.810277777777778,"trawlers","FRA",1,2016
"16",27,2016-01-02,51.2,1.9,227141600,2.53888888888889,"trawlers","FRA",1,2016
"17",28,2016-01-02,51.2,1.8,227141600,3.49902777777778,"trawlers","FRA",1,2016
"18",29,2016-01-02,51.2,2.2,246273000,7.41819444444444,"trawlers","NLD",1,2016
"19",30,2016-01-02,51.2,2.3,246273000,4.31402777777778,"trawlers","NLD",1,2016
"20",31,2016-01-02,51.2,2,246273000,0.6625,"trawlers","NLD",1,2016
"21",32,2016-01-02,51.2,1.9,246273000,0.407083333333333,"trawlers","NLD",1,2016
"22",33,2016-01-02,51.2,2.1,246273000,2.42277777777778,"trawlers","NLD",1,2016
"23",34,2016-01-02,51.2,2.4,246273000,1.53638888888889,"trawlers","NLD",1,2016
"24",35,2016-01-02,51.2,1.9,227142900,1.01847222222222,"trawlers","FRA",1,2016
"25",36,2016-01-02,76.8,12.6,273312270,0.831111111111111,"trawlers","RUS",1,2016
"26",37,2016-01-02,76.8,12.8,273312270,0.797083333333333,"trawlers","RUS",1,2016
"27",38,2016-01-02,76.8,12.9,273312270,0.792361111111111,"trawlers","RUS",1,2016
"28",39,2016-01-02,76.8,13,273312270,1.56819444444444,"trawlers","RUS",1,2016
"29",40,2016-01-02,76.8,14.1,273213500,0.823333333333333,"trawlers","RUS",1,2016
"30",41,2016-01-02,76.8,14,273213500,0.815138888888889,"trawlers","RUS",1,2016
"31",42,2016-01-02,76.8,12.9,273352280,4.72083333333334,"trawlers","RUS",1,2016
"32",43,2016-01-02,76.8,12.8,273352280,0.0368055555555556,"trawlers","RUS",1,2016
"33",72,2016-01-02,51.3,3.2,245235000,0.16125,"trawlers","NLD",1,2016
